"No.","Time","Source","Destination","Protocol","Length","Info"
"14","0.576901424","100.0.0.11","100.7.0.13","TCP","66","47728  >  991 [ACK] Seq=1 Ack=67 Win=83 Len=0 TSval=2374079285 TSecr=3812957771"
"15","0.691716557","100.7.0.12","100.0.0.11","TCP","132","991  >  59390 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=66 TSval=3935657114 TSecr=2228704764"
"16","0.691735045","100.0.0.11","100.7.0.12","TCP","66","59390  >  991 [ACK] Seq=1 Ack=67 Win=83 Len=0 TSval=2228705821 TSecr=3935657114"
"17","0.730560458","100.7.0.20","100.0.0.11","TCP","124","991  >  60272 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=58 TSval=3605652136 TSecr=3845571062"
"18","0.730579667","100.0.0.11","100.7.0.20","TCP","66","60272  >  991 [ACK] Seq=1 Ack=59 Win=83 Len=0 TSval=3845572090 TSecr=3605652136"
"19","0.996847783","100.7.0.14","100.0.0.11","TCP","126","991  >  34836 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=60 TSval=2717855515 TSecr=3576435652"
"20","0.996867830","100.0.0.11","100.7.0.14","TCP","66","34836  >  991 [ACK] Seq=1 Ack=61 Win=83 Len=0 TSval=3576436874 TSecr=2717855515"
"21","1.068688728","100.7.0.16","100.0.0.11","TCP","116","991  >  41610 [PSH, ACK] Seq=51 Ack=1 Win=85 Len=50 TSval=11414980 TSecr=220205517"
"22","1.068708461","100.0.0.11","100.7.0.16","TCP","66","41610  >  991 [ACK] Seq=1 Ack=101 Win=83 Len=0 TSval=220206585 TSecr=11414980"
"23","1.122862343","100.7.0.15","100.0.0.11","TCP","96","991  >  40760 [PSH, ACK] Seq=31 Ack=1 Win=85 Len=30 TSval=1348059907 TSecr=2008828387"
"24","1.122881449","100.0.0.11","100.7.0.15","TCP","66","40760  >  991 [ACK] Seq=1 Ack=61 Win=83 Len=0 TSval=2008829453 TSecr=1348059907"
"25","1.136907029","100.7.0.18","100.0.0.11","TCP","124","991  >  33564 [PSH, ACK] Seq=59 Ack=1 Win=85 Len=58 TSval=4184662130 TSecr=1493869201"
"26","1.136925077","100.0.0.11","100.7.0.18","TCP","66","33564  >  991 [ACK] Seq=1 Ack=117 Win=83 Len=0 TSval=1493870230 TSecr=4184662130"
"27","1.292878611","100.7.0.19","100.0.0.11","TCP","96","991  >  50984 [PSH, ACK] Seq=31 Ack=1 Win=85 Len=30 TSval=2873885356 TSecr=2678127017"
"28","1.292899480","100.0.0.11","100.7.0.19","TCP","66","50984  >  991 [ACK] Seq=1 Ack=61 Win=83 Len=0 TSval=2678128029 TSecr=2873885356"
"29","1.304514514","100.7.0.17","100.0.0.11","TCP","106","991  >  60614 [PSH, ACK] Seq=41 Ack=1 Win=85 Len=40 TSval=1173212378 TSecr=2185424902"
