"No.","Time","Source","Destination","Protocol","Length","Info"
"2957","54.454389364","100.7.0.15","100.0.0.13","TCP","54","782  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2958","54.454408971","100.7.0.15","100.0.0.13","TCP","54","667  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2959","54.454428146","100.7.0.15","100.0.0.13","TCP","54","346  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2960","54.454446310","100.7.0.15","100.0.0.13","TCP","54","309  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2961","54.454465193","100.7.0.15","100.0.0.13","TCP","54","826  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2962","54.454496407","100.7.0.15","100.0.0.13","TCP","54","807  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2963","54.454515658","100.7.0.15","100.0.0.13","TCP","54","508  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2964","54.454534086","100.7.0.15","100.0.0.13","TCP","54","792  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2965","54.454551896","100.7.0.15","100.0.0.13","TCP","54","404  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2966","54.454585526","100.7.0.15","100.0.0.13","TCP","54","926  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2967","54.454605417","100.7.0.15","100.0.0.13","TCP","54","33  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2968","54.454851447","100.0.0.13","100.7.0.15","TCP","58","38491  >  703 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2969","54.454894541","100.0.0.13","100.7.0.15","TCP","58","38491  >  494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2970","54.454922576","100.0.0.13","100.7.0.15","TCP","58","38491  >  241 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2971","54.454949670","100.0.0.13","100.7.0.15","TCP","58","38491  >  923 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
